Date,Transaction Type,Total Sales,Amount,Transfer Date,Status,Balance
2020-08-31,payment,$368.51 USD,-$40.54 USD,2020-08-31,completed,"$78,698.97 USD"
2020-09-01,payment,"$13,857.08 USD","-$1,524.28 USD",2020-09-01,completed,"$77,174.69 USD"
2020-09-02,payment,"$3,673.29 USD",-$404.06 USD,2020-09-02,completed,"$76,770.63 USD"
2020-09-03,payment,"$4,889.44 USD",-$537.84 USD,2020-09-03,completed,"$76,232.79 USD"
2020-09-04,payment,"$1,833.37 USD",-$201.67 USD,2020-09-07,completed,"$76,031.12 USD"
2020-09-05,payment,"$7,214.73 USD",-$793.62 USD,2020-09-07,completed,"$75,237.50 USD"
2020-09-06,payment,"",$0.00 USD,2020-09-07,completed,"$75,237.50 USD"
2020-09-07,payment,"",$0.00 USD,2020-09-07,completed,"$75,237.50 USD"
2020-09-08,payment,"$8,994.32 USD",-$989.38 USD,2020-09-08,completed,"$74,248.12 USD"
2020-09-09,payment,"$2,839.77 USD",-$312.38 USD,2020-09-09,completed,"$73,935.74 USD"
2020-09-10,payment,"$4,964.17 USD",-$546.06 USD,2020-09-10,completed,"$73,389.68 USD"
2020-09-11,payment,"$2,438.02 USD",-$268.18 USD,2020-09-13,completed,"$73,121.50 USD"
2020-09-12,payment,"",$0.00 USD,2020-09-13,completed,"$73,121.50 USD"
2020-09-13,payment,"",$0.00 USD,2020-09-13,completed,"$73,121.50 USD"
2020-09-14,payment,"$6,157.50 USD",-$677.33 USD,2020-09-14,completed,"$72,444.17 USD"
2020-09-15,payment,"$11,169.33 USD","-$1,228.63 USD",2020-09-15,completed,"$71,215.54 USD"
2020-09-16,payment,"",$0.00 USD,2020-09-16,completed,"$71,215.54 USD"
2020-09-17,payment,$117.32 USD,-$12.91 USD,2020-09-17,completed,"$71,202.63 USD"
2020-09-18,payment,"$9,027.36 USD",-$993.01 USD,2020-09-20,completed,"$70,209.62 USD"
2020-09-19,payment,"",$0.00 USD,2020-09-20,completed,"$70,209.62 USD"
2020-09-20,payment,"$8,659.55 USD",-$952.55 USD,2020-09-20,completed,"$69,257.07 USD"
2020-09-21,payment,"$2,718.91 USD",-$299.08 USD,2020-09-21,completed,"$68,957.99 USD"
2020-09-22,payment,$83.55 USD,-$9.19 USD,2020-09-22,completed,"$68,948.80 USD"
2020-09-23,payment,"$2,995.00 USD",-$329.45 USD,2020-09-23,completed,"$68,619.35 USD"
2020-09-24,payment,"$7,721.66 USD",-$849.38 USD,2020-09-24,completed,"$67,769.97 USD"
2020-09-25,payment,"$4,615.84 USD",-$507.74 USD,2020-09-27,completed,"$67,262.23 USD"
2020-09-26,payment,"",$0.00 USD,2020-09-27,completed,"$67,262.23 USD"
2020-09-27,payment,"",$0.00 USD,2020-09-27,completed,"$67,262.23 USD"
2020-09-28,payment,"",$0.00 USD,2020-09-28,completed,"$67,262.23 USD"
2020-09-29,payment,"$4,495.00 USD",-$494.45 USD,2020-09-29,completed,"$66,767.78 USD"
2020-09-30,payment,"",$0.00 USD,2020-09-30,completed,"$66,767.78 USD"
2020-10-01,payment,"",$0.00 USD,2020-10-01,completed,"$66,767.78 USD"
2020-10-02,payment,"$1,998.90 USD",-$219.88 USD,2020-10-04,completed,"$66,547.90 USD"
2020-10-03,payment,"$1,620.13 USD",-$178.21 USD,2020-10-04,completed,"$66,369.69 USD"
2020-10-04,payment,"",$0.00 USD,2020-10-04,completed,"$66,369.69 USD"
2020-10-05,payment,"$3,537.70 USD",-$389.15 USD,2020-10-05,completed,"$65,980.54 USD"
2020-10-06,payment,"$9,351.09 USD","-$1,028.62 USD",2020-10-06,completed,"$64,951.92 USD"
2020-10-07,payment,$351.55 USD,-$38.67 USD,2020-10-07,completed,"$64,913.25 USD"
2020-10-08,payment,"$4,045.50 USD",-$445.01 USD,2020-10-08,completed,"$64,468.24 USD"
2020-10-09,payment,$14.27 USD,-$1.57 USD,2020-10-12,completed,"$64,466.67 USD"
2020-10-10,payment,"",$0.00 USD,2020-10-12,completed,"$64,466.67 USD"
2020-10-11,payment,"",$0.00 USD,2020-10-12,completed,"$64,466.67 USD"
2020-10-12,payment,$307.89 USD,-$33.87 USD,2020-10-12,completed,"$64,432.80 USD"
2020-10-13,payment,"$3,290.28 USD",-$361.93 USD,2020-10-13,completed,"$64,070.87 USD"
2020-10-14,payment,"",$0.00 USD,2020-10-14,completed,"$64,070.87 USD"
2020-10-15,payment,"",$0.00 USD,2020-10-15,completed,"$64,070.87 USD"
2020-10-16,payment,"",$0.00 USD,2020-10-18,completed,"$64,070.87 USD"
2020-10-17,payment,$137.48 USD,-$15.12 USD,2020-10-18,completed,"$64,055.75 USD"
2020-10-18,payment,"",$0.00 USD,2020-10-18,completed,"$64,055.75 USD"
2020-10-19,payment,"$7,066.30 USD",-$777.29 USD,2020-10-19,completed,"$63,278.46 USD"
2020-10-20,payment,"$4,764.87 USD",-$524.14 USD,2020-10-20,completed,"$62,754.32 USD"
2020-10-21,payment,"$6,699.20 USD",-$736.91 USD,2020-10-21,completed,"$62,017.41 USD"
2020-10-22,payment,"$3,871.06 USD",-$425.82 USD,2020-10-22,completed,"$61,591.59 USD"
2020-10-23,payment,"",$0.00 USD,2020-10-25,completed,"$61,591.59 USD"
2020-10-24,payment,"$4,749.28 USD",-$522.42 USD,2020-10-25,completed,"$61,069.17 USD"
2020-10-25,payment,"$4,045.50 USD",-$445.01 USD,2020-10-25,completed,"$60,624.16 USD"
2020-10-26,payment,"$1,628.40 USD",-$179.12 USD,2020-10-26,completed,"$60,445.04 USD"
2020-10-27,payment,"$3,260.26 USD",-$358.63 USD,2020-10-27,completed,"$60,086.41 USD"
2020-10-28,payment,"$3,489.86 USD",-$383.88 USD,2020-10-28,completed,"$59,702.53 USD"
2020-10-29,payment,"$3,029.94 USD",-$333.29 USD,2020-10-29,completed,"$59,369.24 USD"
2020-10-30,payment,"$1,923.32 USD",-$211.57 USD,2020-11-01,completed,"$59,157.67 USD"
2020-10-31,payment,"",$0.00 USD,2020-11-01,completed,"$59,157.67 USD"
2020-11-01,payment,"",$0.00 USD,2020-11-01,completed,"$59,157.67 USD"
2020-11-02,payment,"$10,253.60 USD","-$1,127.90 USD",2020-11-02,completed,"$58,029.77 USD"
2020-11-03,payment,"$6,044.19 USD",-$664.86 USD,2020-11-03,completed,"$57,364.91 USD"
2020-11-04,payment,"$2,890.92 USD",-$318.00 USD,2020-11-04,completed,"$57,046.91 USD"
2020-11-05,payment,"",$0.00 USD,2020-11-05,completed,"$57,046.91 USD"
2020-11-06,payment,$106.86 USD,-$11.75 USD,2020-11-08,completed,"$57,035.16 USD"
2020-11-07,payment,"$6,393.64 USD",-$703.30 USD,2020-11-08,completed,"$56,331.86 USD"
2020-11-08,payment,"$7,000.00 USD",-$770.00 USD,2020-11-08,completed,"$55,561.86 USD"
2020-11-09,payment,"$4,730.66 USD",-$520.37 USD,2020-11-09,completed,"$55,041.49 USD"
2020-11-10,payment,"$19,277.25 USD","-$2,120.50 USD",2020-11-11,completed,"$52,920.99 USD"
2020-11-11,payment,"",$0.00 USD,2020-11-11,completed,"$52,920.99 USD"
2020-11-12,payment,"$1,821.73 USD",-$200.39 USD,2020-11-12,completed,"$52,720.60 USD"
2020-11-13,payment,"$15,718.10 USD","-$1,728.99 USD",2020-11-15,completed,"$50,991.61 USD"
2020-11-14,payment,"$3,485.25 USD",-$383.38 USD,2020-11-15,completed,"$50,608.23 USD"
2020-11-15,payment,"",$0.00 USD,2020-11-15,completed,"$50,608.23 USD"
2020-11-16,payment,"$6,469.66 USD",-$711.66 USD,2020-11-16,completed,"$49,896.57 USD"
2020-11-17,payment,"$3,014.87 USD",-$331.64 USD,2020-11-17,completed,"$49,564.93 USD"
2020-11-18,payment,$36.03 USD,-$3.96 USD,2020-11-18,completed,"$49,560.97 USD"
2020-11-19,payment,"$1,531.72 USD",-$168.49 USD,2020-11-19,completed,"$49,392.48 USD"
2020-11-20,payment,$73.03 USD,-$8.03 USD,2020-11-22,completed,"$49,384.45 USD"
2020-11-21,payment,"$5,119.90 USD",-$563.19 USD,2020-11-22,completed,"$48,821.26 USD"
2020-11-22,payment,"",$0.00 USD,2020-11-22,completed,"$48,821.26 USD"
2020-11-23,payment,"",$0.00 USD,2020-11-23,completed,"$48,821.26 USD"
2020-11-24,payment,"$1,689.19 USD",-$185.81 USD,2020-11-24,completed,"$48,635.45 USD"
2020-11-25,payment,"$7,018.20 USD",-$772.00 USD,2020-11-26,completed,"$47,863.45 USD"
2020-11-26,payment,"$13,766.66 USD","-$1,514.33 USD",2020-11-26,completed,"$46,349.12 USD"
2020-11-27,payment,"$11,833.57 USD","-$1,301.69 USD",2020-11-29,completed,"$45,047.43 USD"
2020-11-28,payment,"$7,569.92 USD",-$832.69 USD,2020-11-29,completed,"$44,214.74 USD"
2020-11-29,payment,"$14,383.51 USD","-$1,582.19 USD",2020-11-29,completed,"$42,632.55 USD"
2020-11-30,payment,"$15,107.90 USD","-$1,661.87 USD",2020-11-30,completed,"$40,970.68 USD"
2020-12-01,payment,"$7,839.63 USD",-$862.36 USD,2020-12-01,completed,"$40,108.32 USD"
2020-12-02,payment,"$1,546.98 USD",-$170.17 USD,2020-12-02,completed,"$39,938.15 USD"
2020-12-03,payment,$192.67 USD,-$21.19 USD,2020-12-03,completed,"$39,916.96 USD"
2020-12-04,payment,"$13,572.53 USD","-$1,492.98 USD",2020-12-06,completed,"$38,423.98 USD"
2020-12-05,payment,"",$0.00 USD,2020-12-06,completed,"$38,423.98 USD"
2020-12-06,payment,"$8,112.34 USD",-$892.36 USD,2020-12-06,completed,"$37,531.62 USD"
2020-12-07,payment,"$1,822.76 USD",-$200.50 USD,2020-12-07,completed,"$37,331.12 USD"
2020-12-08,payment,"",$0.00 USD,2020-12-08,completed,"$37,331.12 USD"
2020-12-09,payment,"$2,747.20 USD",-$302.19 USD,2020-12-09,completed,"$37,028.93 USD"
2020-12-10,payment,"$1,495.00 USD",-$164.45 USD,2020-12-10,completed,"$36,864.48 USD"
2020-12-11,payment,"",$0.00 USD,2020-12-13,completed,"$36,864.48 USD"
2020-12-12,payment,"",$0.00 USD,2020-12-13,completed,"$36,864.48 USD"
2020-12-13,payment,"",$0.00 USD,2020-12-13,completed,"$36,864.48 USD"
2020-12-14,payment,"",$0.00 USD,2020-12-14,completed,"$36,864.48 USD"
2020-12-15,payment,"$10,272.70 USD","-$1,130.00 USD",2020-12-15,completed,"$35,734.48 USD"
2020-12-16,payment,"$2,129.44 USD",-$234.24 USD,2020-12-16,completed,"$35,500.24 USD"
2020-12-17,payment,"$3,678.40 USD",-$404.62 USD,2020-12-17,completed,"$35,095.62 USD"
2020-12-18,payment,"$6,379.22 USD",-$701.71 USD,2020-12-20,completed,"$34,393.91 USD"
2020-12-19,payment,"$1,750.00 USD",-$192.50 USD,2020-12-20,completed,"$34,201.41 USD"
2020-12-20,payment,"$1,769.63 USD",-$194.66 USD,2020-12-20,completed,"$34,006.75 USD"
2020-12-21,payment,"$1,603.39 USD",-$176.37 USD,2020-12-21,completed,"$33,830.38 USD"
2020-12-22,payment,"$4,585.13 USD",-$504.36 USD,2020-12-22,completed,"$33,326.02 USD"
2020-12-23,payment,"$4,438.92 USD",-$488.28 USD,2020-12-23,completed,"$32,837.74 USD"
2020-12-24,payment,"$3,371.33 USD",-$370.85 USD,2020-12-27,completed,"$32,466.89 USD"
2020-12-25,payment,"$3,234.18 USD",-$355.76 USD,2020-12-27,completed,"$32,111.13 USD"
2020-12-26,payment,"",$0.00 USD,2020-12-27,completed,"$32,111.13 USD"
2020-12-27,payment,"",$0.00 USD,2020-12-27,completed,"$32,111.13 USD"
2020-12-28,payment,"$56,614.90 USD","-$6,227.64 USD",2020-12-28,completed,"$25,883.49 USD"
2020-12-29,payment,"$6,206.40 USD",-$682.70 USD,2020-12-29,completed,"$25,200.79 USD"
2020-12-30,payment,$40.66 USD,-$4.47 USD,2020-12-30,completed,"$25,196.32 USD"
2020-12-31,payment,"",$0.00 USD,2021-01-03,completed,"$25,196.32 USD"
2021-01-01,payment,"$4,702.51 USD",-$517.28 USD,2021-01-03,completed,"$24,679.04 USD"
2021-01-02,payment,"",$0.00 USD,2021-01-03,completed,"$24,679.04 USD"
2021-01-03,payment,"$1,824.79 USD",-$200.73 USD,2021-01-03,completed,"$24,478.31 USD"
2021-01-04,payment,"$2,995.00 USD",-$329.45 USD,2021-01-04,completed,"$24,148.86 USD"
2021-01-05,payment,"",$0.00 USD,2021-01-05,completed,"$24,148.86 USD"
2021-01-06,payment,"$4,506.82 USD",-$495.75 USD,2021-01-06,completed,"$23,653.11 USD"
2021-01-07,payment,$84.76 USD,-$9.32 USD,2021-01-07,completed,"$23,643.79 USD"
2021-01-08,payment,$358.94 USD,-$39.48 USD,2021-01-10,completed,"$23,604.31 USD"
2021-01-09,payment,"$1,495.00 USD",-$164.45 USD,2021-01-10,completed,"$23,439.86 USD"
2021-01-10,payment,"",$0.00 USD,2021-01-10,completed,"$23,439.86 USD"
2021-01-11,payment,"$5,840.50 USD",-$642.46 USD,2021-01-11,completed,"$22,797.40 USD"
2021-01-12,payment,"$11,063.82 USD","-$1,217.02 USD",2021-01-12,completed,"$21,580.38 USD"
2021-01-13,payment,"$6,980.65 USD",-$767.87 USD,2021-01-13,completed,"$20,812.51 USD"
2021-01-14,payment,"",$0.00 USD,2021-01-14,completed,"$20,812.51 USD"
2021-01-15,payment,"$8,189.56 USD",-$900.85 USD,2021-01-18,completed,"$19,911.66 USD"
2021-01-16,payment,"$3,006.35 USD",-$330.70 USD,2021-01-18,completed,"$19,580.96 USD"
2021-01-17,payment,"$3,409.33 USD",-$375.03 USD,2021-01-18,completed,"$19,205.93 USD"
2021-01-18,payment,"",$0.00 USD,2021-01-18,completed,"$19,205.93 USD"
2021-01-19,payment,"$16,303.28 USD","-$1,793.36 USD",2021-01-19,completed,"$17,412.57 USD"
2021-01-20,payment,"$13,201.40 USD","-$1,452.15 USD",2021-01-20,completed,"$15,960.42 USD"
2021-01-21,payment,"$8,919.58 USD",-$981.15 USD,2021-01-21,completed,"$14,979.27 USD"
2021-01-22,payment,"$3,420.10 USD",-$376.21 USD,2021-01-24,completed,"$14,603.06 USD"
2021-01-23,payment,$33.82 USD,-$3.72 USD,2021-01-24,completed,"$14,599.34 USD"
2021-01-24,payment,"",$0.00 USD,2021-01-24,completed,"$14,599.34 USD"
2021-01-25,payment,"",$0.00 USD,2021-01-25,completed,"$14,599.34 USD"
2021-01-26,payment,"",$0.00 USD,2021-01-26,completed,"$14,599.34 USD"
2021-01-27,payment,"$4,595.63 USD",-$505.52 USD,2021-01-27,completed,"$14,093.82 USD"
2021-01-28,payment,"",$0.00 USD,2021-01-28,completed,"$14,093.82 USD"
2021-01-29,payment,"$4,294.02 USD",-$472.34 USD,2021-01-31,completed,"$13,621.48 USD"
2021-01-30,payment,"$8,566.25 USD",-$942.29 USD,2021-01-31,completed,"$12,679.19 USD"
2021-01-31,payment,"",$0.00 USD,2021-01-31,completed,"$12,679.19 USD"
2021-02-01,payment,"$4,787.00 USD",-$526.57 USD,2021-02-01,completed,"$12,152.62 USD"
2021-02-02,payment,$284.44 USD,-$31.29 USD,2021-02-02,completed,"$12,121.33 USD"
2021-02-03,payment,"$16,666.58 USD","-$1,833.32 USD",2021-02-03,completed,"$10,288.01 USD"
2021-02-04,payment,"",$0.00 USD,2021-02-04,completed,"$10,288.01 USD"
2021-02-05,payment,"$12,651.36 USD","-$1,391.65 USD",2021-02-07,completed,"$8,896.36 USD"
2021-02-06,payment,"$3,419.63 USD",-$376.16 USD,2021-02-07,completed,"$8,520.20 USD"
2021-02-07,payment,"$1,885.66 USD",-$207.42 USD,2021-02-07,completed,"$8,312.78 USD"
2021-02-08,payment,"$14,303.45 USD","-$1,573.38 USD",2021-02-08,completed,"$6,739.40 USD"
2021-02-09,payment,"$8,178.04 USD",-$899.58 USD,2021-02-09,completed,"$5,839.82 USD"
2021-02-10,payment,$48.74 USD,-$5.36 USD,2021-02-10,completed,"$5,834.46 USD"
2021-02-11,payment,$376.40 USD,-$41.40 USD,2021-02-11,completed,"$5,793.06 USD"
2021-02-12,payment,"$4,121.69 USD",-$453.39 USD,2021-02-15,completed,"$5,339.67 USD"
2021-02-13,payment,"",$0.00 USD,2021-02-15,completed,"$5,339.67 USD"
2021-02-14,payment,"",$0.00 USD,2021-02-15,completed,"$5,339.67 USD"
2021-02-15,payment,"$11,227.47 USD","-$1,235.02 USD",2021-02-15,completed,"$4,104.65 USD"
2021-02-16,payment,"$18,779.00 USD","-$2,065.69 USD",2021-02-16,completed,"$2,038.96 USD"
2021-02-17,payment,"$7,505.23 USD",-$825.58 USD,2021-02-17,completed,"$1,213.38 USD"
2021-02-18,payment,"$5,058.56 USD",-$556.44 USD,2021-02-18,completed,$656.94 USD
2021-02-19,payment,"",$0.00 USD,2021-02-21,completed,$656.94 USD
2021-02-20,payment,"$4,626.16 USD",-$508.88 USD,2021-02-21,completed,$148.06 USD
2021-02-21,payment,"$3,200.46 USD",-$148.06 USD,2021-02-21,completed,$0.00 USD
