Date,Transaction Type,Total Sales,Amount,Transfer Date,Status,Balance
2025-06-12,interest,"",$1.58 USD,2025-06-12,completed,"$3,800.93 USD"
2025-06-12,payment,"",$0.00 USD,2025-06-15,completed,"$3,800.93 USD"
2025-06-13,interest,"",$1.58 USD,2025-06-13,completed,"$3,802.51 USD"
2025-06-13,payment,"$10,736.00 USD","-$2,684.00 USD",2025-06-16,completed,"$1,118.51 USD"
2025-06-14,interest,"",$0.48 USD,2025-06-14,completed,"$1,118.99 USD"
2025-06-14,payment,$192.09 USD,-$48.02 USD,2025-06-17,completed,"$1,070.97 USD"
2025-06-15,interest,"",$0.46 USD,2025-06-15,completed,"$1,071.43 USD"
2025-06-15,payment,"",$0.00 USD,2025-06-17,completed,"$1,071.43 USD"
2025-06-16,interest,"",$0.46 USD,2025-06-16,completed,"$1,071.89 USD"
2025-06-16,payment,"$3,995.00 USD",-$998.75 USD,2025-06-17,completed,$73.14 USD
2025-06-17,interest,"",$0.05 USD,2025-06-17,completed,$73.19 USD
2025-06-17,payment,"",$0.00 USD,2025-06-19,completed,$73.19 USD
2025-06-18,interest,"",$0.05 USD,2025-06-18,completed,$73.24 USD
2025-06-18,payment,$379.07 USD,-$94.77 USD,2025-06-22,completed,-$21.53 USD
2025-06-19,interest,"",$0.01 USD,2025-06-19,completed,-$21.52 USD
2025-06-19,payment,"$4,561.57 USD",-$28.54 USD,2025-06-23,completed,-$50.06 USD
