Date,Transaction Type,Total Sales,Amount,Transfer Date,Status,Balance
2018-12-25,payment,"$4,041.99 USD",-$404.20 USD,2018-12-25,completed,"$59,418.80 USD"
2018-12-26,payment,"",$0.00 USD,2018-12-26,completed,"$59,418.80 USD"
2018-12-27,payment,"",$0.00 USD,2018-12-27,completed,"$59,418.80 USD"
2018-12-28,payment,"",$0.00 USD,2018-12-30,completed,"$59,418.80 USD"
2018-12-29,payment,$18.44 USD,-$1.84 USD,2018-12-30,completed,"$59,416.96 USD"
2018-12-30,payment,"",$0.00 USD,2018-12-30,completed,"$59,416.96 USD"
2018-12-31,payment,"",$0.00 USD,2019-01-01,completed,"$59,416.96 USD"
2019-01-01,payment,"$6,686.14 USD",-$668.62 USD,2019-01-01,completed,"$58,748.34 USD"
2019-01-02,payment,"",$0.00 USD,2019-01-02,completed,"$58,748.34 USD"
2019-01-03,payment,"",$0.00 USD,2019-01-03,completed,"$58,748.34 USD"
2019-01-04,payment,"",$0.00 USD,2019-01-06,completed,"$58,748.34 USD"
2019-01-05,payment,"",$0.00 USD,2019-01-06,completed,"$58,748.34 USD"
2019-01-06,payment,"$3,911.55 USD",-$391.16 USD,2019-01-06,completed,"$58,357.18 USD"
2019-01-07,payment,$815.10 USD,-$81.51 USD,2019-01-07,completed,"$58,275.67 USD"
2019-01-08,payment,"$3,178.38 USD",-$317.83 USD,2019-01-08,completed,"$57,957.84 USD"
2019-01-09,payment,"$5,737.12 USD",-$573.71 USD,2019-01-09,completed,"$57,384.13 USD"
2019-01-10,payment,"$3,672.32 USD",-$367.23 USD,2019-01-10,completed,"$57,016.90 USD"
2019-01-11,payment,"$2,010.19 USD",-$201.02 USD,2019-01-13,completed,"$56,815.88 USD"
2019-01-12,payment,"",$0.00 USD,2019-01-13,completed,"$56,815.88 USD"
2019-01-13,payment,"",$0.00 USD,2019-01-13,completed,"$56,815.88 USD"
2019-01-14,payment,"$4,490.00 USD",-$449.00 USD,2019-01-14,completed,"$56,366.88 USD"
2019-01-15,payment,"$6,596.66 USD",-$659.67 USD,2019-01-15,completed,"$55,707.21 USD"
2019-01-16,payment,"$3,301.03 USD",-$330.10 USD,2019-01-16,completed,"$55,377.11 USD"
2019-01-17,payment,"$2,693.05 USD",-$269.31 USD,2019-01-17,completed,"$55,107.80 USD"
2019-01-18,payment,"$3,737.53 USD",-$373.75 USD,2019-01-21,completed,"$54,734.05 USD"
2019-01-19,payment,"",$0.00 USD,2019-01-21,completed,"$54,734.05 USD"
2019-01-20,payment,"",$0.00 USD,2019-01-21,completed,"$54,734.05 USD"
2019-01-21,payment,"",$0.00 USD,2019-01-21,completed,"$54,734.05 USD"
2019-01-22,payment,"$2,614.49 USD",-$261.45 USD,2019-01-22,completed,"$54,472.60 USD"
2019-01-23,payment,"$3,848.49 USD",-$384.85 USD,2019-01-23,completed,"$54,087.75 USD"
2019-01-24,payment,$236.80 USD,-$23.68 USD,2019-01-24,completed,"$54,064.07 USD"
2019-01-25,payment,"",$0.00 USD,2019-01-27,completed,"$54,064.07 USD"
2019-01-26,payment,$476.16 USD,-$47.62 USD,2019-01-27,completed,"$54,016.45 USD"
2019-01-27,payment,"",$0.00 USD,2019-01-27,completed,"$54,016.45 USD"
2019-01-28,payment,"",$0.00 USD,2019-01-28,completed,"$54,016.45 USD"
2019-01-29,payment,"$3,687.76 USD",-$368.78 USD,2019-01-29,completed,"$53,647.67 USD"
2019-01-30,payment,"$3,553.52 USD",-$355.35 USD,2019-01-30,completed,"$53,292.32 USD"
2019-01-31,payment,"",$0.00 USD,2019-01-31,completed,"$53,292.32 USD"
2019-02-01,payment,"$2,606.35 USD",-$260.64 USD,2019-02-03,completed,"$53,031.68 USD"
2019-02-02,payment,$78.61 USD,-$7.86 USD,2019-02-03,completed,"$53,023.82 USD"
2019-02-03,payment,"",$0.00 USD,2019-02-03,completed,"$53,023.82 USD"
2019-02-04,payment,"",$0.00 USD,2019-02-04,completed,"$53,023.82 USD"
2019-02-05,payment,"$29,052.97 USD","-$2,905.30 USD",2019-02-05,completed,"$50,118.52 USD"
2019-02-06,payment,"",$0.00 USD,2019-02-06,completed,"$50,118.52 USD"
2019-02-07,payment,"$5,394.69 USD",-$539.47 USD,2019-02-07,completed,"$49,579.05 USD"
2019-02-08,payment,"$3,324.35 USD",-$332.44 USD,2019-02-10,completed,"$49,246.61 USD"
2019-02-09,payment,"",$0.00 USD,2019-02-10,completed,"$49,246.61 USD"
2019-02-10,payment,"",$0.00 USD,2019-02-10,completed,"$49,246.61 USD"
2019-02-11,payment,$261.31 USD,-$26.13 USD,2019-02-11,completed,"$49,220.48 USD"
2019-02-12,payment,$39.55 USD,-$3.96 USD,2019-02-12,completed,"$49,216.52 USD"
2019-02-13,payment,$302.72 USD,-$30.28 USD,2019-02-13,completed,"$49,186.24 USD"
2019-02-14,payment,$312.91 USD,-$31.30 USD,2019-02-14,completed,"$49,154.94 USD"
2019-02-15,payment,"",$0.00 USD,2019-02-18,completed,"$49,154.94 USD"
2019-02-16,payment,"",$0.00 USD,2019-02-18,completed,"$49,154.94 USD"
2019-02-17,payment,"",$0.00 USD,2019-02-18,completed,"$49,154.94 USD"
2019-02-18,payment,"$3,688.73 USD",-$368.87 USD,2019-02-18,completed,"$48,786.07 USD"
2019-02-19,payment,"$6,573.77 USD",-$657.38 USD,2019-02-19,completed,"$48,128.69 USD"
2019-02-20,payment,"$12,226.39 USD","-$1,222.64 USD",2019-02-20,completed,"$46,906.05 USD"
2019-02-21,payment,$13.31 USD,-$1.33 USD,2019-02-21,completed,"$46,904.72 USD"
2019-02-22,payment,"",$0.00 USD,2019-02-24,completed,"$46,904.72 USD"
2019-02-23,payment,"",$0.00 USD,2019-02-24,completed,"$46,904.72 USD"
2019-02-24,payment,"$2,860.98 USD",-$286.10 USD,2019-02-24,completed,"$46,618.62 USD"
2019-02-25,payment,"$2,875.99 USD",-$287.60 USD,2019-02-25,completed,"$46,331.02 USD"
2019-02-26,payment,"",$0.00 USD,2019-02-26,completed,"$46,331.02 USD"
2019-02-27,payment,"",$0.00 USD,2019-02-27,completed,"$46,331.02 USD"
2019-02-28,payment,"$8,749.39 USD",-$874.95 USD,2019-02-28,completed,"$45,456.07 USD"
2019-03-01,payment,"",$0.00 USD,2019-03-03,completed,"$45,456.07 USD"
2019-03-02,payment,$34.86 USD,-$3.49 USD,2019-03-03,completed,"$45,452.58 USD"
2019-03-03,payment,$84.80 USD,-$8.48 USD,2019-03-03,completed,"$45,444.10 USD"
2019-03-04,payment,"$9,782.90 USD",-$978.28 USD,2019-03-04,completed,"$44,465.82 USD"
2019-03-05,payment,"$8,216.73 USD",-$821.67 USD,2019-03-05,completed,"$43,644.15 USD"
2019-03-06,payment,$483.92 USD,-$48.39 USD,2019-03-06,completed,"$43,595.76 USD"
2019-03-07,payment,$301.82 USD,-$30.18 USD,2019-03-07,completed,"$43,565.58 USD"
2019-03-08,payment,"$5,378.17 USD",-$537.82 USD,2019-03-10,completed,"$43,027.76 USD"
2019-03-09,payment,"",$0.00 USD,2019-03-10,completed,"$43,027.76 USD"
2019-03-10,payment,"",$0.00 USD,2019-03-10,completed,"$43,027.76 USD"
2019-03-11,payment,"$2,646.66 USD",-$264.67 USD,2019-03-11,completed,"$42,763.09 USD"
2019-03-12,payment,"$5,706.78 USD",-$570.68 USD,2019-03-12,completed,"$42,192.41 USD"
2019-03-13,payment,$340.75 USD,-$34.08 USD,2019-03-13,completed,"$42,158.33 USD"
2019-03-14,payment,"$2,621.93 USD",-$262.19 USD,2019-03-14,completed,"$41,896.14 USD"
2019-03-15,payment,"$7,353.38 USD",-$735.33 USD,2019-03-17,completed,"$41,160.81 USD"
2019-03-16,payment,"",$0.00 USD,2019-03-17,completed,"$41,160.81 USD"
2019-03-17,payment,"",$0.00 USD,2019-03-17,completed,"$41,160.81 USD"
2019-03-18,payment,"$3,788.48 USD",-$378.85 USD,2019-03-18,completed,"$40,781.96 USD"
2019-03-19,payment,"$3,853.06 USD",-$385.31 USD,2019-03-19,completed,"$40,396.65 USD"
2019-03-20,payment,"$19,713.47 USD","-$1,971.34 USD",2019-03-20,completed,"$38,425.31 USD"
2019-03-21,payment,$639.52 USD,-$63.95 USD,2019-03-21,completed,"$38,361.36 USD"
2019-03-22,payment,"$6,313.61 USD",-$631.36 USD,2019-03-24,completed,"$37,730.00 USD"
2019-03-23,payment,"$2,880.36 USD",-$288.04 USD,2019-03-24,completed,"$37,441.96 USD"
2019-03-24,payment,$137.47 USD,-$13.75 USD,2019-03-24,completed,"$37,428.21 USD"
2019-03-25,payment,$161.72 USD,-$16.17 USD,2019-03-25,completed,"$37,412.04 USD"
2019-03-26,payment,"",$0.00 USD,2019-03-26,completed,"$37,412.04 USD"
2019-03-27,payment,"",$0.00 USD,2019-03-27,completed,"$37,412.04 USD"
2019-03-28,payment,"$5,689.54 USD",-$568.96 USD,2019-03-28,completed,"$36,843.08 USD"
2019-03-29,payment,"",$0.00 USD,2019-03-31,completed,"$36,843.08 USD"
2019-03-30,payment,"$2,753.15 USD",-$275.32 USD,2019-03-31,completed,"$36,567.76 USD"
2019-03-31,payment,"",$0.00 USD,2019-03-31,completed,"$36,567.76 USD"
2019-04-01,payment,"$10,669.05 USD","-$1,066.91 USD",2019-04-01,completed,"$35,500.85 USD"
2019-04-02,payment,"$6,581.64 USD",-$658.16 USD,2019-04-02,completed,"$34,842.69 USD"
2019-04-03,payment,$550.20 USD,-$55.02 USD,2019-04-03,completed,"$34,787.67 USD"
2019-04-04,payment,"",$0.00 USD,2019-04-04,completed,"$34,787.67 USD"
2019-04-05,payment,"$2,627.71 USD",-$262.77 USD,2019-04-07,completed,"$34,524.90 USD"
2019-04-06,payment,$16.75 USD,-$1.68 USD,2019-04-07,completed,"$34,523.22 USD"
2019-04-07,payment,$468.35 USD,-$46.84 USD,2019-04-07,completed,"$34,476.38 USD"
2019-04-08,payment,"$5,446.09 USD",-$544.61 USD,2019-04-08,completed,"$33,931.77 USD"
2019-04-09,payment,$40.20 USD,-$4.02 USD,2019-04-09,completed,"$33,927.75 USD"
2019-04-10,payment,$129.44 USD,-$12.94 USD,2019-04-10,completed,"$33,914.81 USD"
2019-04-11,payment,"$5,194.88 USD",-$519.49 USD,2019-04-11,completed,"$33,395.32 USD"
2019-04-12,payment,$110.91 USD,-$11.09 USD,2019-04-14,completed,"$33,384.23 USD"
2019-04-13,payment,"$3,963.42 USD",-$396.34 USD,2019-04-14,completed,"$32,987.89 USD"
2019-04-14,payment,"",$0.00 USD,2019-04-14,completed,"$32,987.89 USD"
2019-04-15,payment,"$2,637.73 USD",-$263.77 USD,2019-04-15,completed,"$32,724.12 USD"
2019-04-16,payment,"",$0.00 USD,2019-04-16,completed,"$32,724.12 USD"
2019-04-17,payment,"$3,205.40 USD",-$320.54 USD,2019-04-17,completed,"$32,403.58 USD"
2019-04-18,payment,"",$0.00 USD,2019-04-18,completed,"$32,403.58 USD"
2019-04-19,payment,"$3,017.03 USD",-$301.71 USD,2019-04-21,completed,"$32,101.87 USD"
2019-04-20,payment,"",$0.00 USD,2019-04-21,completed,"$32,101.87 USD"
2019-04-21,payment,"",$0.00 USD,2019-04-21,completed,"$32,101.87 USD"
2019-04-22,payment,"",$0.00 USD,2019-04-22,completed,"$32,101.87 USD"
2019-04-23,payment,$636.24 USD,-$63.63 USD,2019-04-23,completed,"$32,038.24 USD"
2019-04-24,payment,"",$0.00 USD,2019-04-24,completed,"$32,038.24 USD"
2019-04-25,payment,"",$0.00 USD,2019-04-25,completed,"$32,038.24 USD"
2019-04-26,payment,$410.99 USD,-$41.10 USD,2019-04-28,completed,"$31,997.14 USD"
2019-04-27,payment,$67.72 USD,-$6.77 USD,2019-04-28,completed,"$31,990.37 USD"
2019-04-28,payment,"",$0.00 USD,2019-04-28,completed,"$31,990.37 USD"
2019-04-29,payment,$432.15 USD,-$43.21 USD,2019-04-29,completed,"$31,947.16 USD"
2019-04-30,payment,"$2,726.86 USD",-$272.69 USD,2019-04-30,completed,"$31,674.47 USD"
2019-05-01,payment,"$2,630.86 USD",-$263.09 USD,2019-05-01,completed,"$31,411.38 USD"
2019-05-02,payment,"$2,791.70 USD",-$279.17 USD,2019-05-02,completed,"$31,132.21 USD"
2019-05-03,payment,"$5,190.00 USD",-$519.00 USD,2019-05-05,completed,"$30,613.21 USD"
2019-05-04,payment,"$5,597.99 USD",-$559.80 USD,2019-05-05,completed,"$30,053.41 USD"
2019-05-05,payment,"",$0.00 USD,2019-05-05,completed,"$30,053.41 USD"
2019-05-06,payment,"$5,046.58 USD",-$504.66 USD,2019-05-06,completed,"$29,548.75 USD"
2019-05-07,payment,"$9,141.58 USD",-$914.16 USD,2019-05-07,completed,"$28,634.59 USD"
2019-05-08,payment,$409.86 USD,-$40.99 USD,2019-05-08,completed,"$28,593.60 USD"
2019-05-09,payment,"",$0.00 USD,2019-05-09,completed,"$28,593.60 USD"
2019-05-10,payment,$13.24 USD,-$1.32 USD,2019-05-12,completed,"$28,592.28 USD"
2019-05-11,payment,"$2,835.04 USD",-$283.50 USD,2019-05-12,completed,"$28,308.78 USD"
2019-05-12,payment,"$3,792.60 USD",-$379.26 USD,2019-05-12,completed,"$27,929.52 USD"
2019-05-13,payment,"",$0.00 USD,2019-05-13,completed,"$27,929.52 USD"
2019-05-14,payment,"$5,238.08 USD",-$523.81 USD,2019-05-14,completed,"$27,405.71 USD"
2019-05-15,payment,$91.98 USD,-$9.20 USD,2019-05-15,completed,"$27,396.51 USD"
2019-05-16,payment,"",$0.00 USD,2019-05-16,completed,"$27,396.51 USD"
2019-05-17,payment,"$2,516.51 USD",-$251.65 USD,2019-05-19,completed,"$27,144.86 USD"
2019-05-18,payment,"$6,489.50 USD",-$648.95 USD,2019-05-19,completed,"$26,495.91 USD"
2019-05-19,payment,"",$0.00 USD,2019-05-19,completed,"$26,495.91 USD"
2019-05-20,payment,$38.54 USD,-$3.85 USD,2019-05-20,completed,"$26,492.06 USD"
2019-05-21,payment,"$3,152.07 USD",-$315.21 USD,2019-05-21,completed,"$26,176.85 USD"
2019-05-22,payment,$98.80 USD,-$9.88 USD,2019-05-22,completed,"$26,166.97 USD"
2019-05-23,payment,"",$0.00 USD,2019-05-23,completed,"$26,166.97 USD"
2019-05-24,payment,$18.31 USD,-$1.83 USD,2019-05-27,completed,"$26,165.14 USD"
2019-05-25,payment,"",$0.00 USD,2019-05-27,completed,"$26,165.14 USD"
2019-05-26,payment,"",$0.00 USD,2019-05-27,completed,"$26,165.14 USD"
2019-05-27,payment,"$2,899.87 USD",-$289.99 USD,2019-05-27,completed,"$25,875.15 USD"
2019-05-28,payment,"$14,139.95 USD","-$1,414.00 USD",2019-05-28,completed,"$24,461.15 USD"
2019-05-29,payment,"",$0.00 USD,2019-05-29,completed,"$24,461.15 USD"
2019-05-30,payment,"$2,529.29 USD",-$252.93 USD,2019-05-30,completed,"$24,208.22 USD"
2019-05-31,payment,$25.20 USD,-$2.52 USD,2019-06-02,completed,"$24,205.70 USD"
2019-06-01,payment,"$2,754.00 USD",-$275.40 USD,2019-06-02,completed,"$23,930.30 USD"
2019-06-02,payment,"$2,848.27 USD",-$284.83 USD,2019-06-02,completed,"$23,645.47 USD"
2019-06-03,payment,$61.25 USD,-$6.13 USD,2019-06-03,completed,"$23,639.34 USD"
2019-06-04,payment,"$3,697.30 USD",-$369.73 USD,2019-06-04,completed,"$23,269.61 USD"
2019-06-05,payment,$75.64 USD,-$7.56 USD,2019-06-05,completed,"$23,262.05 USD"
2019-06-06,payment,"$2,753.64 USD",-$275.36 USD,2019-06-06,completed,"$22,986.69 USD"
2019-06-07,payment,"$2,718.49 USD",-$271.85 USD,2019-06-09,completed,"$22,714.84 USD"
2019-06-08,payment,"$4,177.62 USD",-$417.76 USD,2019-06-09,completed,"$22,297.08 USD"
2019-06-09,payment,$214.86 USD,-$21.49 USD,2019-06-09,completed,"$22,275.59 USD"
2019-06-10,payment,"",$0.00 USD,2019-06-10,completed,"$22,275.59 USD"
2019-06-11,payment,"",$0.00 USD,2019-06-11,completed,"$22,275.59 USD"
2019-06-12,payment,"$6,590.00 USD",-$659.00 USD,2019-06-12,completed,"$21,616.59 USD"
2019-06-13,payment,"",$0.00 USD,2019-06-13,completed,"$21,616.59 USD"
2019-06-14,payment,"",$0.00 USD,2019-06-16,completed,"$21,616.59 USD"
2019-06-15,payment,"",$0.00 USD,2019-06-16,completed,"$21,616.59 USD"
2019-06-16,payment,"$2,335.50 USD",-$233.55 USD,2019-06-16,completed,"$21,383.04 USD"
2019-06-17,payment,"$2,443.87 USD",-$244.39 USD,2019-06-17,completed,"$21,138.65 USD"
2019-06-18,payment,"",$0.00 USD,2019-06-18,completed,"$21,138.65 USD"
2019-06-19,payment,"",$0.00 USD,2019-06-19,completed,"$21,138.65 USD"
2019-06-20,payment,"",$0.00 USD,2019-06-20,completed,"$21,138.65 USD"
2019-06-21,payment,"",$0.00 USD,2019-06-23,completed,"$21,138.65 USD"
2019-06-22,payment,"",$0.00 USD,2019-06-23,completed,"$21,138.65 USD"
2019-06-23,payment,$61.87 USD,-$6.19 USD,2019-06-23,completed,"$21,132.46 USD"
2019-06-24,payment,$417.08 USD,-$41.71 USD,2019-06-24,completed,"$21,090.75 USD"
2019-06-25,payment,$900.00 USD,-$90.00 USD,2019-06-25,completed,"$21,000.75 USD"
2019-06-26,payment,"$3,995.00 USD",-$399.50 USD,2019-06-26,completed,"$20,601.25 USD"
2019-06-27,payment,$876.07 USD,-$87.61 USD,2019-06-27,completed,"$20,513.64 USD"
2019-06-28,payment,"",$0.00 USD,2019-06-30,completed,"$20,513.64 USD"
2019-06-29,payment,"",$0.00 USD,2019-06-30,completed,"$20,513.64 USD"
2019-06-30,payment,"",$0.00 USD,2019-06-30,completed,"$20,513.64 USD"
2019-07-01,payment,"$15,707.44 USD","-$1,570.76 USD",2019-07-01,completed,"$18,942.88 USD"
2019-07-02,payment,"$5,386.80 USD",-$538.69 USD,2019-07-02,completed,"$18,404.19 USD"
2019-07-03,payment,"",$0.00 USD,2019-07-04,completed,"$18,404.19 USD"
2019-07-04,payment,"$4,022.11 USD",-$402.21 USD,2019-07-04,completed,"$18,001.98 USD"
2019-07-05,payment,"",$0.00 USD,2019-07-07,completed,"$18,001.98 USD"
2019-07-06,payment,"$2,818.69 USD",-$281.87 USD,2019-07-07,completed,"$17,720.11 USD"
2019-07-07,payment,"$3,961.43 USD",-$396.15 USD,2019-07-07,completed,"$17,323.96 USD"
2019-07-08,payment,"$6,904.95 USD",-$690.50 USD,2019-07-08,completed,"$16,633.46 USD"
2019-07-09,payment,"$4,090.00 USD",-$409.00 USD,2019-07-09,completed,"$16,224.46 USD"
2019-07-10,payment,"$5,596.21 USD",-$559.62 USD,2019-07-10,completed,"$15,664.84 USD"
2019-07-11,payment,"$12,942.09 USD","-$1,294.21 USD",2019-07-11,completed,"$14,370.63 USD"
2019-07-12,payment,"",$0.00 USD,2019-07-14,completed,"$14,370.63 USD"
2019-07-13,payment,"$3,050.18 USD",-$305.02 USD,2019-07-14,completed,"$14,065.61 USD"
2019-07-14,payment,$51.96 USD,-$5.20 USD,2019-07-14,completed,"$14,060.41 USD"
2019-07-15,payment,"$2,888.59 USD",-$288.86 USD,2019-07-15,completed,"$13,771.55 USD"
2019-07-16,payment,"$5,190.00 USD",-$519.00 USD,2019-07-16,completed,"$13,252.55 USD"
2019-07-17,payment,"$14,432.18 USD","-$1,443.21 USD",2019-07-17,completed,"$11,809.34 USD"
2019-07-18,payment,"$4,865.52 USD",-$486.54 USD,2019-07-18,completed,"$11,322.80 USD"
2019-07-19,payment,"$3,659.93 USD",-$365.99 USD,2019-07-21,completed,"$10,956.81 USD"
2019-07-20,payment,"$5,926.99 USD",-$592.70 USD,2019-07-21,completed,"$10,364.11 USD"
2019-07-21,payment,"$3,499.31 USD",-$349.93 USD,2019-07-21,completed,"$10,014.18 USD"
2019-07-22,payment,"$6,902.40 USD",-$690.24 USD,2019-07-22,completed,"$9,323.94 USD"
2019-07-23,payment,"$18,018.70 USD","-$1,801.87 USD",2019-07-23,completed,"$7,522.07 USD"
2019-07-24,payment,"$8,604.58 USD",-$860.45 USD,2019-07-24,completed,"$6,661.62 USD"
2019-07-25,payment,"$13,385.53 USD","-$1,338.56 USD",2019-07-25,completed,"$5,323.06 USD"
2019-07-26,payment,"$9,811.90 USD",-$981.20 USD,2019-07-28,completed,"$4,341.86 USD"
2019-07-27,payment,"$8,531.18 USD",-$853.13 USD,2019-07-28,completed,"$3,488.73 USD"
2019-07-28,payment,"$14,769.33 USD","-$1,476.94 USD",2019-07-28,completed,"$2,011.79 USD"
2019-07-29,payment,"$30,349.98 USD","-$2,011.79 USD",2019-07-29,completed,$0.00 USD
