Date,Transaction Type,Total Sales,Amount,Transfer Date,Status,Balance
2020-03-12,payment,"$6,054.57 USD","-$1,029.28 USD",2020-03-12,completed,"$57,678.31 USD"
2020-03-13,payment,"$2,432.67 USD",-$413.55 USD,2020-03-15,completed,"$57,264.76 USD"
2020-03-14,payment,"",$0.00 USD,2020-03-15,completed,"$57,264.76 USD"
2020-03-15,payment,"$9,459.27 USD","-$1,608.07 USD",2020-03-15,completed,"$55,656.69 USD"
2020-03-16,payment,$186.25 USD,-$31.66 USD,2020-03-16,completed,"$55,625.03 USD"
2020-03-17,payment,"$12,896.89 USD","-$2,192.47 USD",2020-03-17,completed,"$53,432.56 USD"
2020-03-18,payment,"$10,285.48 USD","-$1,748.54 USD",2020-03-18,completed,"$51,684.02 USD"
2020-03-19,payment,"$4,286.41 USD",-$728.69 USD,2020-03-19,completed,"$50,955.33 USD"
2020-03-20,payment,"$2,083.59 USD",-$354.21 USD,2020-03-22,completed,"$50,601.12 USD"
2020-03-21,payment,"$6,721.24 USD","-$1,142.61 USD",2020-03-22,completed,"$49,458.51 USD"
2020-03-22,payment,"$18,141.03 USD","-$3,083.98 USD",2020-03-22,completed,"$46,374.53 USD"
2020-03-23,payment,"$4,580.40 USD",-$778.66 USD,2020-03-23,completed,"$45,595.87 USD"
2020-03-24,payment,"$5,404.89 USD",-$918.83 USD,2020-03-24,completed,"$44,677.04 USD"
2020-03-25,payment,"$3,027.13 USD",-$514.61 USD,2020-03-25,completed,"$44,162.43 USD"
2020-03-26,payment,"$10,497.22 USD","-$1,784.53 USD",2020-03-26,completed,"$42,377.90 USD"
2020-03-27,payment,"$4,284.59 USD",-$728.38 USD,2020-03-29,completed,"$41,649.52 USD"
2020-03-28,payment,"$7,776.79 USD","-$1,322.05 USD",2020-03-29,completed,"$40,327.47 USD"
2020-03-29,payment,"",$0.00 USD,2020-03-29,completed,"$40,327.47 USD"
2020-03-30,payment,"$6,194.73 USD","-$1,053.10 USD",2020-03-30,completed,"$39,274.37 USD"
2020-03-31,payment,"$7,894.62 USD","-$1,342.09 USD",2020-03-31,completed,"$37,932.28 USD"
2020-04-01,payment,"$43,134.86 USD","-$7,332.92 USD",2020-04-01,completed,"$30,599.36 USD"
2020-04-02,payment,"$15,225.69 USD","-$2,588.37 USD",2020-04-02,completed,"$28,010.99 USD"
2020-04-03,payment,"$6,181.30 USD","-$1,050.82 USD",2020-04-05,completed,"$26,960.17 USD"
2020-04-04,payment,"$13,102.04 USD","-$2,227.35 USD",2020-04-05,completed,"$24,732.82 USD"
2020-04-05,payment,"$11,974.09 USD","-$2,035.60 USD",2020-04-05,completed,"$22,697.22 USD"
2020-04-06,payment,"$7,925.21 USD","-$1,347.29 USD",2020-04-06,completed,"$21,349.93 USD"
2020-04-07,payment,"$12,192.08 USD","-$2,072.65 USD",2020-04-07,completed,"$19,277.28 USD"
2020-04-08,payment,"",$0.00 USD,2020-04-08,completed,"$19,277.28 USD"
2020-04-09,payment,$308.95 USD,-$52.52 USD,2020-04-09,completed,"$19,224.76 USD"
2020-04-10,payment,"$1,948.67 USD",-$331.27 USD,2020-04-12,completed,"$18,893.49 USD"
2020-04-11,payment,$202.21 USD,-$34.38 USD,2020-04-12,completed,"$18,859.11 USD"
2020-04-12,payment,"$4,151.45 USD",-$705.74 USD,2020-04-12,completed,"$18,153.37 USD"
2020-04-13,payment,"$5,690.50 USD",-$967.39 USD,2020-04-13,completed,"$17,185.98 USD"
2020-04-14,payment,"$7,519.51 USD","-$1,278.31 USD",2020-04-14,completed,"$15,907.67 USD"
2020-04-15,payment,"$4,771.02 USD",-$811.08 USD,2020-04-15,completed,"$15,096.59 USD"
2020-04-16,payment,"$4,395.00 USD",-$747.15 USD,2020-04-16,completed,"$14,349.44 USD"
2020-04-17,payment,"$12,262.17 USD","-$2,084.57 USD",2020-04-19,completed,"$12,264.87 USD"
2020-04-18,payment,"$3,022.18 USD",-$513.77 USD,2020-04-19,completed,"$11,751.10 USD"
2020-04-19,payment,"$1,916.32 USD",-$325.78 USD,2020-04-19,completed,"$11,425.32 USD"
2020-04-20,payment,"$4,891.60 USD",-$831.57 USD,2020-04-20,completed,"$10,593.75 USD"
2020-04-21,payment,"$7,953.59 USD","-$1,352.11 USD",2020-04-21,completed,"$9,241.64 USD"
2020-04-22,payment,"$4,808.96 USD",-$817.52 USD,2020-04-22,completed,"$8,424.12 USD"
2020-04-23,payment,"$6,921.23 USD","-$1,176.61 USD",2020-04-23,completed,"$7,247.51 USD"
2020-04-24,payment,"$11,100.92 USD","-$1,887.15 USD",2020-04-26,completed,"$5,360.36 USD"
2020-04-25,payment,"$1,909.29 USD",-$324.58 USD,2020-04-26,completed,"$5,035.78 USD"
2020-04-26,payment,"$2,391.23 USD",-$406.51 USD,2020-04-26,completed,"$4,629.27 USD"
2020-04-27,payment,"",$0.00 USD,2020-04-27,completed,"$4,629.27 USD"
2020-04-28,payment,"$14,607.76 USD","-$2,483.32 USD",2020-04-28,completed,"$2,145.95 USD"
2020-04-29,payment,"",$0.00 USD,2020-04-29,completed,"$2,145.95 USD"
2020-04-30,payment,"$4,395.00 USD",-$747.15 USD,2020-04-30,completed,"$1,398.80 USD"
2020-05-01,payment,"$5,323.48 USD",-$904.99 USD,2020-05-03,completed,$493.81 USD
2020-05-02,payment,"",$0.00 USD,2020-05-03,completed,$493.81 USD
2020-05-03,payment,"",$0.00 USD,2020-05-03,completed,$493.81 USD
2020-05-04,payment,"",$0.00 USD,2020-05-04,completed,$493.81 USD
2020-05-05,payment,"$7,190.78 USD",-$493.81 USD,2020-05-05,completed,$0.00 USD
