Date,Transaction Type,Total Sales,Amount,Transfer Date,Status,Balance
2023-05-16,payment,"$5,413.86 USD",-$812.08 USD,2023-05-16,completed,"$6,712.57 USD"
2023-05-17,payment,"$3,995.00 USD",-$599.25 USD,2023-05-17,completed,"$6,113.32 USD"
2023-05-18,payment,"$4,553.67 USD",-$683.05 USD,2023-05-18,completed,"$5,430.27 USD"
2023-05-19,payment,"",$0.00 USD,2023-05-21,completed,"$5,430.27 USD"
2023-05-20,payment,$662.02 USD,-$99.30 USD,2023-05-22,completed,"$5,330.97 USD"
2023-05-21,payment,"$1,093.49 USD",-$164.02 USD,2023-05-22,completed,"$5,166.95 USD"
2023-05-22,payment,"$10,580.50 USD","-$1,587.08 USD",2023-05-22,completed,"$3,579.87 USD"
2023-05-23,payment,$22.00 USD,-$3.30 USD,2023-05-23,completed,"$3,576.57 USD"
2023-05-24,payment,$381.67 USD,-$57.25 USD,2023-05-24,completed,"$3,519.32 USD"
2023-05-25,payment,"",$0.00 USD,2023-05-25,completed,"$3,519.32 USD"
2023-05-26,payment,$177.00 USD,-$26.55 USD,2023-05-29,completed,"$3,492.77 USD"
2023-05-27,payment,$30.00 USD,-$4.50 USD,2023-05-30,completed,"$3,488.27 USD"
2023-05-28,payment,$81.90 USD,-$12.29 USD,2023-05-30,completed,"$3,475.98 USD"
2023-05-29,payment,"",$0.00 USD,2023-05-30,completed,"$3,475.98 USD"
2023-05-30,payment,"$8,600.82 USD","-$1,290.12 USD",2023-05-30,completed,"$2,185.86 USD"
2023-05-31,payment,"$5,090.50 USD",-$763.58 USD,2023-05-31,completed,"$1,422.28 USD"
2023-06-01,payment,"",$0.00 USD,2023-06-01,completed,"$1,422.28 USD"
2023-06-02,payment,"$4,990.50 USD",-$748.58 USD,2023-06-04,completed,$673.70 USD
2023-06-03,payment,"",$0.00 USD,2023-06-05,completed,$673.70 USD
2023-06-04,payment,"",$0.00 USD,2023-06-05,completed,$673.70 USD
2023-06-05,payment,"",$0.00 USD,2023-06-05,completed,$673.70 USD
2023-06-06,payment,$203.00 USD,-$30.45 USD,2023-06-06,completed,$643.25 USD
2023-06-07,payment,"$6,640.78 USD",-$643.25 USD,2023-06-07,completed,$0.00 USD
